oshwaUid,country,projectName,responsibleParty,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
US000717,United States of America,Qwiic Humidity AHT20,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-24T00:00-05:00,0,0,1,https://certification.oshwa.org/us000717.html
US002359,United States of America,Qwiic IR Breakout,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,0,0,1,https://certification.oshwa.org/us002359.html
US000725,United States of America,Qwiic Iridium 9603N,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-30T00:00-05:00,4,1,6,https://certification.oshwa.org/us000725.html
US000707,United States of America,Qwiic Keyboard Explorer,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,4,3,4,https://certification.oshwa.org/us000707.html
US000822,United States of America,Qwiic LED Stick,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,10,1,6,https://certification.oshwa.org/us000822.html
US002311,United States of America,Qwiic Micro Dynamic NFC/RFID Tag,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,1,0,2,https://certification.oshwa.org/us002311.html
US000693,United States of America,Qwiic Multi Distance Sensor - VL53L3CX,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,4,https://certification.oshwa.org/us000693.html
US000712,United States of America,Qwiic Power Switch,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-23T00:00-05:00,0,0,2,https://certification.oshwa.org/us000712.html
US000823,United States of America,Qwiic Pressure Sensor - LPS25HB,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,1,1,1,https://certification.oshwa.org/us000823.html
US000735,United States of America,Qwiic Pressure/Humidity/Temp (PHT) Sensor - MS8607,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-30T00:00-05:00,1,0,6,https://certification.oshwa.org/us000735.html
US000762,United States of America,Qwiic Switch,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,8,6,1,https://certification.oshwa.org/us000762.html
US002350,United States of America,Qwiic Visible Spectrum Emitter,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-06-14T00:00-04:00,8,6,1,https://certification.oshwa.org/us002350.html
US002506,United States of America,RA8875 Driver Board for 40-pin TFT Touch Displays - 800x480 Max,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,11,7,8,https://certification.oshwa.org/us002506.html
US000106,United States of America,Rain Tarp Quick Adjuster,"Hummingbird Hammocks, LLC",Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,8,1,2,https://certification.oshwa.org/us000106.html
EG000002,Egypt,RAMPS 1.7,Mahawer,3D Printing,CERN-OHL-S-2.0,No software,CC BY,2023-10-23T00:00-04:00,2,1,1,https://certification.oshwa.org/eg000002.html
BD000001,Bangladesh,Rapidly developable low cost and power efficient portable turbine-based emergency ventilator,Syed Razwanul Haque,Other,Other,Other,CC BY-SA,2021-08-10T00:00-04:00,35,7,4,https://certification.oshwa.org/bd000001.html
HR000065,Croatia,Raspberry Pi breadboard breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000065.html
UK000031,United Kingdom,Raspberry Pi CM4 FlashStick,Nebra Ltd,Electronics,Other,Other,CC BY-SA,2021-05-13T00:00-04:00,8,3,6,https://certification.oshwa.org/uk000031.html
HR000029,Croatia,Raspberry Pi easyC adapter,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,0,0,1,https://certification.oshwa.org/hr000029.html
UK000023,United Kingdom,Raspberry Pi FlashStick,Nebra Ltd,Electronics,Other,Other,CC BY-SA,2020-12-11T00:00-05:00,8,3,6,https://certification.oshwa.org/uk000023.html
MU000008,Mauritius,Raspberry Pi Pico Breakout Board,TECKNOLOGG,Electronics,Other,No software,Other,2021-08-05T00:00-04:00,1,1,1,https://certification.oshwa.org/mu000008.html
MU000007,Mauritius,Raspberry Pi Screw Terminal Shield,TECKNOLOGG,Electronics,Other,No software,Other,2021-05-12T00:00-04:00,2,0,1,https://certification.oshwa.org/mu000007.html
IT000021,Italy,Rebelia Hand,Vittorio Lumare,Robotics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC BY-SA,2025-04-04T00:00-04:00,6,2,0,https://certification.oshwa.org/it000021.html
ES000038,Spain,ReGo,XDeSIG,Environmental,CERN-OHL-W-2.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2023-09-18T00:00-04:00,0,0,1,https://certification.oshwa.org/es000038.html
IN000071,India,Res-Q,Maker's Asylum,Electronics,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2025-06-12T00:00-04:00,0,0,1,https://certification.oshwa.org/in000071.html
US000569,United States of America,Resistive Touch Screen Controller - STMPE610,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-09T00:00-04:00,3,1,9,https://certification.oshwa.org/us000569.html
IN000072,India,ResQ,Nithyam Moosaddee,Robotics,Other,No software,Other,2025-06-20T00:00-04:00,0,0,1,https://certification.oshwa.org/in000072.html
US002008,United States of America,Restep Battery Charger Module,Christopher Arntzen,Electronics,CERN,No software,CC BY-SA,2021-07-23T00:00-04:00,3,0,1,https://certification.oshwa.org/us002008.html
US001097,United States of America,RESTEP EMI FILTER,Christopher Arntzen,Electronics,CERN,No software,CC BY,2021-04-13T00:00-04:00,3,0,1,https://certification.oshwa.org/us001097.html
US002007,United States of America,Restep Mother Module,Christopher Arntzen,Electronics,CERN,GPL,CC BY-SA,2021-07-23T00:00-04:00,3,0,1,https://certification.oshwa.org/us002007.html
US002009,United States of America,Restep Off-Line Module,Christopher Arntzen,Electronics,CERN,No software,CC BY-SA,2021-07-23T00:00-04:00,3,0,1,https://certification.oshwa.org/us002009.html
US002010,United States of America,Restep PV Module,Christopher Arntzen,Electronics,CERN,No software,CC BY-SA,2021-07-23T00:00-04:00,3,0,1,https://certification.oshwa.org/us002010.html
CA000030,Canada,RetroESP32,Eugene Andruszczenko,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2023-07-17T00:00-04:00,67,15,2,https://certification.oshwa.org/ca000030.html
US002235,United States of America,RFM97C Mini Shield LoRa - 100mW,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,2,0,2,https://certification.oshwa.org/us002235.html
US000832,United States of America,RGB Sensor (Qwiic) - BH1749NUC,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,2,1,2,https://certification.oshwa.org/us000832.html
ES000036,Spain,RHT Device,MakingDevices,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC BY-SA,2023-05-21T00:00-04:00,4,0,1,https://certification.oshwa.org/es000036.html
CL000009,Chile,Rio: Modular Microfluidics Controller,Tobias Wenzel,Science,CERN-OHL-W-2.0,GPL-3.0-or-later,CERN-OHL-W-2.0,2026-01-07T00:00-05:00,9,2,2,https://certification.oshwa.org/cl000009.html
LV000001,Latvia,rioctrl,Reinis Veips,Tool,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2024-10-11T00:00-04:00,14,6,3,https://certification.oshwa.org/lv000001.html
CA000067,Canada,Robot Butterfly,Robot Missions Inc,Robotics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2025-07-10T00:00-04:00,3,0,2,https://certification.oshwa.org/ca000067.html
EE000003,Estonia,Robot Study Companion,Farnaz Baksh,Education,CERN-OHL-S-2.0,Apache,CC-BY-SA-4.0,2024-01-22T00:00-05:00,3,0,2,https://certification.oshwa.org/ee000003.html
US002373,United States of America,Robotic Finger Sensor v2,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,10,6,2,https://certification.oshwa.org/us002373.html
CZ000007,Czech Republic,Robust Bi-Directional Pressure Probe with Arduino-based Measuring Unit,Jan Smolka,Science,Other,GPL,CC BY-SA,2022-01-09T00:00-05:00,1,0,1,https://certification.oshwa.org/cz000007.html
GT000022,Guatemala,RocketRelay,Sebastian Rivas,IOT,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-07-02T00:00-04:00,0,0,0,https://certification.oshwa.org/gt000022.html
US002129,United States of America,Rodeostat,IO Rodeo,Science,CC-BY-4.0,MIT,CC-BY-4.0,2022-10-12T00:00-04:00,46,16,2,https://certification.oshwa.org/us002129.html
UK000006,United Kingdom,Rosco_m68k,Ross Bamford,Electronics,CERN,MIT,CC BY,2019-11-12T00:00-05:00,185,43,22,https://certification.oshwa.org/uk000006.html
UK000035,United Kingdom,rosco_m68k Pro,The Really Old-School Company Limited,Electronics,CERN-OHL-1.2,MIT,CC BY,2021-11-30T00:00-05:00,22,0,9,https://certification.oshwa.org/uk000035.html
UK000062,United Kingdom,Rosmo,Sam Rossiter,Robotics,CERN-OHL-S-2.0,Other,CC BY-SA,2024-04-19T00:00-04:00,22,0,9,https://certification.oshwa.org/uk000062.html
US002139,United States of America,Rota,Architeuthis Flux,Arts,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2022-12-12T00:00-05:00,8,0,1,https://certification.oshwa.org/us002139.html
HU000003,Hungary,ROTFPGA,Tamas Hubai,Education,Other,MIT,Other,2022-04-08T00:00-04:00,23,3,2,https://certification.oshwa.org/hu000003.html
EE000002,Estonia,RoverXR,Matevž Zorec,Education,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2024-01-18T00:00-05:00,3,1,1,https://certification.oshwa.org/ee000002.html
IT000024,Italy,RP2350 based GPIO expansion card,Tan Siret Akıncı,Electronics,CC-BY-4.0,No software,CC-BY-4.0,2025-08-28T00:00-04:00,106,2,1,https://certification.oshwa.org/it000024.html
BE000011,Belgium,RPI Fez DAC PCM5102A,Phyx,Sound,Other,No software,Other,2023-09-18T00:00-04:00,3,0,1,https://certification.oshwa.org/be000011.html
BE000013,Belgium,RPI ZERO LED RING,Phyx,Electronics,Other,No software,Other,2023-09-18T00:00-04:00,4,0,1,https://certification.oshwa.org/be000013.html
US001031,United States of America,RS-485 FeatherWing,Mike Diehl,Electronics,Solderpad,No software,CC BY-SA,2021-01-19T00:00-05:00,4,2,1,https://certification.oshwa.org/us001031.html
HR000051,Croatia,RS-485 Transceiver breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,2,0,1,https://certification.oshwa.org/hr000051.html
PL000003,Poland,RTE,3mdeb embedded systems consulting,Tool,CERN,MIT,CC BY-SA,2020-03-06T00:00-05:00,6,1,6,https://certification.oshwa.org/pl000003.html
US002050,United States of America,RTK Express,SparkFun Electronics,Science,CERN-OHL-P-2.0,MIT,CC BY-SA,2021-08-27T00:00-04:00,4,4,4,https://certification.oshwa.org/us002050.html
US002064,United States of America,RTK Facet,SparkFun Electronics,Science,Other,MIT,CC BY-SA,2021-12-22T00:00-05:00,21,4,5,https://certification.oshwa.org/us002064.html
FI000002,Finland,RUDY,Sven Gregori,Electronics,CERN,MIT,CC BY,2020-08-07T00:00-04:00,7,0,2,https://certification.oshwa.org/fi000002.html
PT000002,Portugal,russian-woodpecker,openinput,Electronics,CERN,No software,Other,2021-07-15T00:00-04:00,10,2,1,https://certification.oshwa.org/pt000002.html
GT000020,Guatemala,S.A.F.E.,Sergio Sandoval,Electronics,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-06-26T00:00-04:00,10,2,1,https://certification.oshwa.org/gt000020.html
IN000018,India,SAMD21 NanoMod,Prasannaa Kumar D,Electronics,Other,No software,CC 0,2020-10-29T00:00-04:00,0,0,1,https://certification.oshwa.org/in000018.html
PT000003,Portugal,sammy,openinput,Electronics,CERN,No software,Other,2021-07-15T00:00-04:00,9,2,1,https://certification.oshwa.org/pt000003.html
US002302,United States of America,Satellite Transceiver Function Board - Swarm M138,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,1,0,2,https://certification.oshwa.org/us002302.html
ES000002,Spain,SAV MAKER I,Francisco Malpartida,Electronics,CERN,GPL,Other,2016-10-08T00:00-04:00,7,11,7,https://certification.oshwa.org/es000002.html
NL000007,Netherlands,SCD41 WiFi-Bluetooth Sensor,Tanmoy Dutta,IOT,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2022-02-18T00:00-05:00,1,0,1,https://certification.oshwa.org/nl000007.html
IN000045,India,Schedule Pass,Ayaan Chotani,Electronics,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-02-24T00:00-05:00,0,0,1,https://certification.oshwa.org/in000045.html
NL000016,Netherlands,Schistoscope,Technische Universiteit Delft Open Hardware,Science,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2023-12-08T00:00-05:00,5,0,1,https://certification.oshwa.org/nl000016.html
US002671,United States of America,ScoutMakes DRV5032 Hall Sensor Breakout,TinkeringTech LLC,Electronics,Other,No software,CC BY,2024-08-29T00:00-04:00,1,0,1,https://certification.oshwa.org/us002671.html
US000675,United States of America,ScoutMakes FM Kit,Lalindra Jayatilleke,Electronics,Other,MIT,CC BY-SA,2020-10-12T00:00-04:00,11,2,1,https://certification.oshwa.org/us000675.html
US000676,United States of America,ScoutMakes Robot Kit,Lalindra Jayatilleke,Electronics,Other,MIT,CC BY-SA,2020-10-12T00:00-04:00,11,2,1,https://certification.oshwa.org/us000676.html
US001033,United States of America,SD Sniffer,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,11,4,47,https://certification.oshwa.org/us001033.html
CN000019,China,SDEX2M2 MicroSD Express to NVMe Adapter,"Guangzhou NVNT Science and Technology Co., Ltd",Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2025-07-10T00:00-04:00,484,10,37,https://certification.oshwa.org/cn000019.html
US002176,United States of America,Search Engine,Cyberspace and Technology Lab,Wearables,Other,No software,CC 0,2023-03-22T00:00-04:00,0,0,1,https://certification.oshwa.org/us002176.html
US002132,United States of America,Sediment Level Logger,Jacob Vincent,Science,CERN-OHL-S-2.0,MIT,CC BY-SA,2022-10-31T00:00-04:00,1,0,1,https://certification.oshwa.org/us002132.html
US002755,United States of America,Seemore Mini,Adam DeMuri,Tool,Other,Apache,Other,2025-07-10T00:00-04:00,1,0,1,https://certification.oshwa.org/us002755.html
US000151,United States of America,SenseTemp,Capable Robot Components,Environmental,CERN,MIT,CC BY-SA,2018-11-11T00:00-05:00,14,5,3,https://certification.oshwa.org/us000151.html
US000171,United States of America,SenseTemp TEC,Capable Robot Components,Environmental,CERN,MIT,CC BY-SA,2019-10-18T00:00-04:00,0,1,1,https://certification.oshwa.org/us000171.html
CH000024,Switzerland,Sensing improved cookstoves to estimate CO2 emission reduction,Global Health Engineering,Environmental,CC-BY-4.0,CC-BY-4.0,CC-BY-4.0,2025-03-14T00:00-04:00,1,1,1,https://certification.oshwa.org/ch000024.html
UK000046,United Kingdom,Sensitive Quantum Efficiency Setup for Characterising Optoelectronic Devices,Advanced Functional Materials and Devices (AFMD) Group,Science,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2023-06-06T00:00-04:00,1,1,1,https://certification.oshwa.org/uk000046.html
TH000015,Thailand,Sensor board for 3D-printed anemometer,WindNerd,Environmental,CERN-OHL-S-2.0,Other,CC-BY-SA-4.0,2025-10-13T00:00-04:00,2,1,0,https://certification.oshwa.org/th000015.html
US002781,United States of America,Sensr Air STCC4,John Romkey,Environmental,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2025-10-01T00:00-04:00,0,0,0,https://certification.oshwa.org/us002781.html
ID000002,Indonesia,SENTSOR Core Board 328P,SENTSOR Electronics,Electronics,Other,No software,CC BY-SA,2020-05-11T00:00-04:00,6,6,1,https://certification.oshwa.org/id000002.html
ID000004,Indonesia,SENTSOR Core Board ESP-07S,SENTSOR ELECTRONICS,Electronics,Other,No software,CC BY-SA,2020-07-20T00:00-04:00,2,3,1,https://certification.oshwa.org/id000004.html
ID000008,Indonesia,SENTSOR CORE BOARD ESP32-DEV,SENTSOR ELECTRONICS,Electronics,Other,No software,CC BY-SA,2021-03-26T00:00-04:00,2,3,1,https://certification.oshwa.org/id000008.html
ID000007,Indonesia,SENTSOR CORE BOARD ESP32-EMBED,SENTSOR ELECTRONICS,Electronics,Other,No software,CC BY-SA,2021-03-26T00:00-04:00,10,2,1,https://certification.oshwa.org/id000007.html
ID000009,Indonesia,SENTSOR Core Board ESP32-MICRO,SENTSOR ELECTRONICS,Electronics,Other,No software,CC BY-SA,2021-04-13T00:00-04:00,16,3,1,https://certification.oshwa.org/id000009.html
ID000005,Indonesia,SENTSOR Core Board WROOM-32U,SENTSOR ELECTRONICS,Electronics,Other,No software,CC BY-SA,2020-12-11T00:00-05:00,1,2,1,https://certification.oshwa.org/id000005.html
ID000003,Indonesia,SENTSOR Name Card Information Injector,SENTSOR Electronics,Electronics,Other,No software,CC BY-SA,2020-05-20T00:00-04:00,1,3,1,https://certification.oshwa.org/id000003.html
ID000006,Indonesia,SENTSOR Uno Plus,SENTSOR Electronics,Electronics,Other,No software,CC BY-SA,2021-03-18T00:00-04:00,4,1,1,https://certification.oshwa.org/id000006.html
US002728,United States of America,Serial Wombat 8B PCB_0029,Broadwell Consulting Inc,Electronics,CERN-OHL-P-2.0,MIT,CERN-OHL-P-2.0,2025-03-28T00:00-04:00,4,1,1,https://certification.oshwa.org/us002728.html
US002750,United States of America,Serial Wombat SW8B BUZZ PCB0038,Broadwell Consulting Inc.,Electronics,CERN-OHL-P-2.0,MIT,CERN-OHL-P-2.0,2025-07-02T00:00-04:00,4,1,1,https://certification.oshwa.org/us002750.html
US002590,United States of America,SerialBuddy-HT42B534,21 Whales,Electronics,Other,No software,Other,2023-12-19T00:00-05:00,0,0,1,https://certification.oshwa.org/us002590.html
BE000016,Belgium,Serqet FS,Phyx,Electronics,Other,No software,Other,2023-10-23T00:00-04:00,1,0,1,https://certification.oshwa.org/be000016.html
IN000058,India,ServSens,Tanay K  Mody,Electronics,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2024-09-19T00:00-04:00,0,0,1,https://certification.oshwa.org/in000058.html
US002610,United States of America,sf2040,Noah Taylor,Electronics,GPL-3.0-only,GPL,GPL-3.0-only,2024-02-22T00:00-05:00,1,0,1,https://certification.oshwa.org/us002610.html
US002721,United States of America,sf46,Noah Taylor,Electronics,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2025-02-25T00:00-05:00,2,0,1,https://certification.oshwa.org/us002721.html
NO000009,Norway,sfp-plus-mod,Lightside Instruments AS,Electronics,TAPR,No software,Other,2025-07-31T00:00-04:00,1,0,1,https://certification.oshwa.org/no000009.html
US002049,United States of America,Shard Edge,Vitro Technology Corporation,IOT,CERN-OHL-P-2.0,MIT,CC BY-SA,2021-08-27T00:00-04:00,0,0,3,https://certification.oshwa.org/us002049.html
GT000019,Guatemala,Shield FIT24 - IoT,Diego Iboy,IOT,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-04-11T00:00-04:00,0,0,1,https://certification.oshwa.org/gt000019.html
MU000003,Mauritius,SHT20 breakout board,TECKNOLOGG,Electronics,Other,No software,Other,2020-10-16T00:00-04:00,0,0,1,https://certification.oshwa.org/mu000003.html
US002002,United States of America,SIDfi,Peter Hizalev,Electronics,CERN,MIT,Other,2021-05-26T00:00-04:00,1,0,1,https://certification.oshwa.org/us002002.html
CZ000003,Czech Republic,Sigfox TH sensor,Pavel Sláma,IOT,CERN,MIT,CC BY-SA,2021-06-03T00:00-04:00,0,0,1,https://certification.oshwa.org/cz000003.html
HR000041,Croatia,Simple fire sensor board,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,0,0,1,https://certification.oshwa.org/hr000041.html
HR000040,Croatia,Simple light sensor board,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,0,0,1,https://certification.oshwa.org/hr000040.html
US000095,United States of America,Single Hammock,"Hummingbird Hammocks, LLC",Other,Other,No software,CC BY-SA,2018-01-24T00:00-04:00,45,7,4,https://certification.oshwa.org/us000095.html
US000096,United States of America,Single+ Hammock,"Hummingbird Hammocks, LLC",Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,45,7,4,https://certification.oshwa.org/us000096.html
CN000001,China,sino:bit,Naomi Wu,Electronics,Other,MIT,Other,2017-10-13T00:00-04:00,101,12,15,https://certification.oshwa.org/cn000001.html
GT000024,Guatemala,Sistema Monitoreo con LoRa,Marlon Alexander Sactic Tuch,IOT,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2025-07-11T00:00-04:00,0,0,0,https://certification.oshwa.org/gt000024.html
MX000031,Mexico,SkinnerBox,Nehenemi Labs,Science,Other,No software,CC BY-SA,2021-08-05T00:00-04:00,0,1,1,https://certification.oshwa.org/mx000031.html
MX000026,Mexico,SkinnerDuino,Nehenemi Labs,Science,CERN,No software,Other,2021-01-27T00:00-05:00,1,1,1,https://certification.oshwa.org/mx000026.html
